GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_04706	1.0393	1.0198	0.9914	1.0666	1.1231	0.9332	1.0083	0.9368	1.0455	1.0956	1.1104	0.9642	1.0645	1.1077	1.0250	0.9673	1.0308	1.0557	1.1073	1.0154	1.0521	1.0475	1.0946	0.8027	1.1410	1.1224	1.1339	1.0690	1.0691	1.0505	1.0661	1.0299	1.1219	1.1240	1.0612	1.0317	0.9463	0.8998	0.9582	0.8966	0.9491	0.8556	0.8956	1.0187	0.9251	0.8918	1.0089	1.0720	0.9290	1.0906	1.0763	0.9630
CLUG_04707	1.0702	0.9993	1.0326	1.0855	1.0331	0.9886	1.0359	1.1182	1.0749	1.0746	1.0563	1.0165	1.1337	1.0468	1.0662	1.0313	1.1244	1.0522	1.0834	1.0607	1.0661	1.1058	1.0401	0.8741	1.1110	1.1378	1.0854	1.0725	1.0613	1.0882	1.1078	1.0147	1.0934	1.0955	1.0545	1.0554	0.9518	0.8942	0.9460	0.9010	0.9543	0.8375	0.9039	0.9770	0.9036	0.9279	0.9786	1.0556	0.9719	1.0772	1.1135	0.9489
CLUG_04708	1.0839	0.9431	0.9070	0.8385	0.7971	0.8650	0.8209	0.8967	1.0322	1.0422	1.0084	0.9077	0.9949	0.8937	0.9001	0.7205	0.7587	0.9764	0.9746	0.9232	1.0460	0.8551	0.9195	0.7397	1.0217	1.0475	1.0748	1.0260	0.9294	0.9915	1.0496	0.9898	1.0188	1.1189	0.9853	1.0322	1.1784	0.8156	0.8963	0.8433	0.8455	0.7562	0.7595	0.9201	0.8073	0.8065	0.8564	0.9915	0.8567	1.0369	1.1149	0.8893
CLUG_04709	1.0255	1.0414	0.9574	0.9590	1.0401	0.9560	0.9909	1.0466	1.1046	1.0668	1.0603	1.0537	1.1004	1.0096	1.0839	1.0984	1.0358	1.1123	1.0959	1.0362	1.0388	1.0431	1.0119	0.8572	1.1545	1.1532	1.0881	1.0841	1.0374	1.0722	1.0658	1.0488	1.0989	1.0472	1.0320	1.0487	0.9767	0.8378	0.9593	0.9286	0.9777	0.8776	0.8704	0.9629	0.8654	0.9191	0.9929	1.1125	0.9629	1.0790	1.1230	1.0230
CLUG_04710	1.0725	1.1158	1.0296	1.0749	1.0258	1.0167	1.0333	1.0262	1.1771	1.0960	1.0920	1.1023	1.1013	1.0390	1.0887	1.1429	1.0782	1.0800	1.1298	1.0490	1.0748	1.0297	1.0330	0.8495	1.1444	1.1581	1.1002	1.0858	1.0613	1.1021	1.1406	1.0439	1.0590	1.1288	1.0820	1.0924	0.9813	0.8763	0.9587	0.9228	0.9552	0.8749	0.8898	1.0438	0.9109	0.9329	1.0354	1.1068	0.9831	1.1278	1.1231	0.9993
CLUG_04711	1.0137	0.9922	0.9190	0.9766	0.9646	0.9130	1.0212	0.9547	1.0049	1.0220	0.9389	0.9475	1.0039	0.9727	1.0400	1.0010	1.0212	0.9519	1.0003	0.9726	0.9628	1.0024	0.9939	0.8425	1.1224	1.1307	1.0236	1.0722	1.0274	1.0390	1.0482	0.9665	1.1471	1.0747	1.0210	1.1033	1.0318	0.8510	0.9003	0.8688	0.9709	0.8733	0.8732	0.9757	0.8967	0.9029	0.9952	1.0739	0.8590	1.1076	1.0096	1.0142
CLUG_04712	1.0926	1.0782	1.0187	1.0592	1.0641	0.9338	1.0485	1.0003	1.0826	1.0701	1.0987	1.0652	1.1418	1.0965	1.0693	1.1637	1.0520	1.0765	1.1163	1.0335	1.0410	1.0141	1.0454	0.8695	1.1996	1.1693	1.0897	1.0764	1.0413	1.1209	1.1372	1.0634	1.0918	1.1278	1.1032	1.1391	1.2596	0.8676	0.9301	0.9450	1.0077	0.8797	0.8992	1.0027	0.9417	0.9305	1.0202	1.0801	1.0124	1.1202	1.1387	0.9936
CLUG_04713	1.0972	1.0905	1.1634	1.1255	1.0204	1.0117	0.9280	1.1437	1.1210	1.1264	1.1638	0.9715	1.2005	1.1250	1.1140	1.3172	1.1654	1.0593	1.0486	1.0326	1.0742	1.0633	0.9854	0.9381	1.1273	1.0677	1.0656	1.0680	1.0841	1.0704	1.1559	0.9987	1.0883	1.1421	1.0330	1.1062	0.9588	0.8813	0.9602	0.9333	0.9342	0.8449	0.8768	0.9695	0.9095	0.8868	1.0176	1.1090	0.9284	1.1026	1.0619	0.9962
CLUG_04714	1.1605	1.0544	1.1288	0.9885	1.1246	1.1233	0.9065	1.2603	1.1241	1.1288	1.1357	1.0921	1.1746	1.2433	1.2110	1.0381	1.0166	0.9985	1.3298	1.1269	1.1903	1.1387	1.2035	0.8533	1.2161	1.1229	1.0917	1.1335	1.1491	1.0656	1.0540	1.0337	1.1138	1.2680	1.0584	1.1063	0.9924	0.9013	1.0195	0.9540	0.9970	0.8526	0.8604	1.0651	0.9482	0.9738	1.0446	1.0495	1.0909	1.1341	1.2053	0.8865
CLUG_04715	1.0413	1.1236	1.0349	1.0575	1.0368	0.9655	1.0346	1.0714	1.0830	1.0918	1.0856	1.1197	1.0697	1.0596	1.0937	1.1949	1.1103	0.9664	1.1995	1.1038	1.0924	1.0903	1.1453	0.8485	1.1442	1.1481	1.0650	1.0880	1.0654	1.1038	1.1918	1.0656	1.0811	1.1587	1.0589	1.0758	1.0360	0.8908	0.9827	0.9633	0.9818	0.8491	0.8889	1.0241	0.9281	0.9122	1.0137	1.0751	0.9581	1.1197	1.0881	1.0147
CLUG_04716	0.9658	1.0977	1.0802	0.9880	0.8820	0.9197	1.0097	0.9729	1.0258	1.1263	0.9784	1.0033	1.0274	0.9530	1.0076	0.9848	1.1037	0.9477	1.0961	1.0268	0.9882	0.9951	1.0771	0.7897	1.1176	1.0849	1.1103	1.0679	1.0424	1.0180	1.0484	0.9445	1.0538	1.0954	1.0994	1.0678	0.9923	0.8884	0.9481	0.9158	0.9625	0.7697	0.8208	0.9518	0.8743	0.8743	0.9608	1.0774	0.9279	1.0620	1.0969	0.9937
CLUG_04717	0.9612	0.9263	0.9589	1.0443	1.0073	0.9787	0.9276	0.9011	1.0051	1.0183	0.9970	0.9752	1.0417	0.9402	0.9645	0.9708	0.9708	0.9357	1.0093	0.9694	1.0015	0.9988	0.9991	0.8081	1.0842	1.0555	1.0386	1.0210	0.9848	1.0004	1.0598	0.9387	1.0136	1.0094	0.9912	0.9791	0.9556	0.7810	0.8495	0.8795	0.9330	0.7389	0.8040	0.9269	0.8691	0.8398	0.9430	1.0181	0.8944	1.0204	1.0019	0.9135
CLUG_04718	0.9939	0.9607	0.9863	1.0004	1.0637	0.9862	1.0264	0.9100	1.0828	1.1203	0.9903	0.9535	1.0563	1.0261	1.0164	1.0307	1.0687	1.0777	1.1564	1.0177	0.9963	1.0721	1.0330	0.8175	1.1616	1.2325	1.0732	1.0942	1.1169	1.1284	1.1381	0.9998	1.0893	1.1734	1.0312	1.0712	1.0276	0.8712	0.9327	0.9594	0.9473	0.8045	0.8728	1.1118	0.9700	0.9519	0.9523	1.1379	1.0110	1.0764	1.1394	1.0740
CLUG_04719	1.0538	1.0610	1.0674	1.1109	1.0712	1.0494	0.9262	1.0555	1.1412	1.1288	1.1180	1.0919	1.1203	1.0667	1.1070	1.0952	1.0668	1.0510	1.1314	1.0590	1.0684	1.0456	1.0876	0.8937	1.0934	1.1319	1.0819	1.1000	1.0828	1.0830	1.1050	1.0539	1.1079	1.1033	1.0488	1.0953	0.9375	0.8843	0.9495	0.9276	0.9448	0.8305	0.8557	1.0010	0.9018	0.9031	0.9922	1.1049	0.9600	1.0942	1.0682	0.9721
CLUG_04720	0.9810	1.0793	1.1199	1.1114	1.0732	0.9739	0.9611	1.0795	1.1317	1.1606	1.1806	1.1057	1.0136	1.0533	1.1467	1.0051	1.1102	0.9964	1.2191	1.0985	1.1205	1.0266	1.0654	0.8688	1.0860	1.2310	1.0585	1.1167	1.1319	1.1046	1.1342	1.0716	1.1837	1.1054	1.1298	1.1349	1.0303	0.9189	0.9910	0.9121	0.9613	0.8413	0.8094	0.9654	0.9296	0.9302	1.0501	1.1508	0.9915	1.0908	1.0964	1.0119
CLUG_04721	1.0965	1.1360	1.0626	1.1202	1.1009	1.0520	1.0726	1.0702	1.1530	1.1342	1.1070	1.0778	1.1612	1.1360	1.1185	1.2298	1.1450	1.0611	1.1965	1.1063	1.0860	1.1325	1.1714	0.8807	1.0930	1.1523	1.0888	1.1475	1.0833	1.0897	1.1303	1.0673	1.0955	1.1094	1.0696	1.1072	0.9789	0.9119	0.9498	0.9157	0.9732	0.8303	0.8306	0.9897	0.9375	0.9653	1.0239	1.1189	0.9387	1.1221	1.1495	0.9872
CLUG_04722	1.1137	1.1521	1.1356	1.1829	1.0749	1.0506	1.0832	1.0889	1.2239	1.0995	1.1638	1.0961	1.1900	1.1282	1.1382	1.1447	1.2638	0.9676	1.2649	1.1304	1.0842	1.0953	1.2244	0.8516	1.1172	1.1312	1.0635	1.1894	1.1669	1.1406	1.1862	1.0504	1.0564	1.0510	1.1495	1.0415	1.0597	0.9734	0.9289	0.9163	1.0567	0.8478	0.7975	0.9477	0.9732	1.0298	1.0370	1.1517	1.0175	1.0781	1.1119	0.9341
CLUG_04723	1.1638	1.0770	1.1165	1.1186	1.1432	1.0325	0.9870	1.1278	1.2000	1.1785	1.2308	1.1513	1.1041	1.1346	1.2130	1.1396	1.0441	1.0690	1.2274	1.1539	1.0839	1.1130	1.2074	0.9229	1.1131	1.1850	1.1614	1.1458	1.1476	1.1532	1.1134	1.0220	1.1087	1.1469	1.0861	1.1768	0.9653	0.9108	0.9558	0.9350	0.9694	0.8083	0.8869	0.9766	0.9375	0.9259	1.0575	1.1194	1.0404	1.1251	1.1934	1.0527
CLUG_04724	1.1324	1.1408	1.1221	1.1180	1.0644	1.0335	1.0457	1.1104	1.0886	1.1359	1.1036	1.0998	1.1244	1.1047	1.1538	1.1694	1.0988	1.0967	1.1975	1.1056	1.1105	1.1507	1.0932	0.9296	1.0995	1.1707	1.0813	1.0922	1.1342	1.1263	1.1355	1.0466	1.1147	1.1854	1.0891	1.0945	1.0164	0.8858	0.9540	0.9598	0.9458	0.8515	0.8578	1.0315	0.9443	0.9595	1.0405	1.1027	0.9889	1.1099	1.1237	1.0046
CLUG_04725	1.0211	1.0857	1.0779	1.0473	1.0550	1.0020	1.0173	1.1198	1.1313	1.1182	0.9904	1.0705	1.0945	1.0386	1.0688	1.0442	1.0852	1.0455	1.1099	1.0572	1.0239	1.0462	1.0473	0.8778	1.1674	1.1670	1.1075	1.1021	1.0836	1.1272	1.1118	1.0284	1.1181	1.1772	1.0803	1.0871	1.0598	0.8780	0.9729	0.9142	0.9700	0.7885	0.8487	1.0355	0.9393	0.9561	1.0411	1.1356	0.9899	1.1076	1.0773	0.9804
CLUG_04726	1.1890	1.1185	1.0918	1.1531	1.1260	1.0431	1.1727	1.0921	1.1321	1.1597	1.1726	1.1369	1.1428	1.1578	1.1318	1.1553	1.1388	1.0296	1.1671	1.1178	1.0899	1.1149	1.1862	0.9112	1.2019	1.1708	1.0986	1.1770	1.1012	1.1223	1.1798	1.0410	1.1244	1.1476	1.1254	1.1214	1.0494	0.9031	0.9546	0.9472	1.0055	0.8103	0.8331	1.0185	1.0057	0.9498	1.0130	1.1879	0.9908	1.1564	1.1275	1.0357
CLUG_04727	0.9655	0.9893	1.0086	1.1431	1.0103	1.0440	0.8323	1.0726	1.1229	1.1280	1.0905	1.0235	1.1230	1.0737	1.1905	0.9915	0.9897	0.9413	1.2403	1.0415	1.0166	0.9925	1.0010	0.8845	1.0889	1.1911	1.0468	1.0688	1.0218	1.0794	1.0142	0.9655	1.0933	1.1012	1.0699	0.9887	0.9932	0.8671	0.9478	0.8959	0.9181	0.7045	0.8192	0.9852	0.9569	0.8660	0.9314	1.0523	0.9044	1.0826	1.1439	0.9150
CLUG_04728	1.0254	0.9923	0.9124	0.9915	0.9012	1.0402	1.1182	1.0547	1.0780	0.9604	1.0271	0.9235	1.0467	1.0560	0.9800	0.9287	1.0350	0.9628	0.9976	0.9737	0.9050	0.9377	0.9314	0.7932	1.0829	1.0970	1.0322	1.0315	1.0995	1.0885	1.0163	0.9362	1.0027	1.0662	0.9880	1.0641	1.0003	0.8367	0.9323	0.9722	0.9303	0.7684	0.7646	0.9945	0.9343	0.9132	0.9529	1.0543	0.9187	1.0783	1.0967	0.9027
CLUG_04729	1.1569	1.1084	1.1045	1.1094	1.0801	1.0562	1.0598	1.1108	1.1530	1.1493	1.0967	1.0822	1.1576	1.1158	1.1358	1.1803	1.1361	1.0656	1.1957	1.0998	1.1031	1.0919	1.0699	0.8907	1.1578	1.1964	1.1409	1.1340	1.1246	1.1283	1.1351	1.0674	1.1119	1.2080	1.0636	1.1375	1.0519	0.9032	1.0453	0.9636	0.9703	0.7996	0.8249	1.0726	0.9593	0.9745	1.0585	1.1720	0.9882	1.1151	1.1310	1.0142
CLUG_04730	1.1103	1.1914	1.0205	1.0272	1.0735	1.0190	1.0556	1.1187	1.0257	1.1021	1.1058	1.0700	1.1300	1.0982	1.1147	1.2179	1.1350	1.0197	1.2016	1.0473	1.0125	1.1013	1.1706	0.9082	1.0922	1.1328	1.1331	1.1428	1.0518	1.0777	1.0746	1.0171	1.1344	1.2125	1.0759	1.1110	0.9756	0.9103	0.9541	0.9157	1.0037	0.8400	0.8166	1.0210	0.9016	0.9218	1.0297	1.1403	1.0118	1.1306	1.0933	1.0476
CLUG_04731	1.0127	1.1421	0.9350	1.0959	1.0357	1.0148	1.0670	1.0289	1.1139	1.1263	1.0135	1.0516	1.0943	1.0417	1.0179	1.0152	1.0783	1.0355	1.0152	0.9946	0.9739	1.0596	1.0933	0.8312	1.1209	1.1484	1.0819	1.1122	1.1124	1.0565	1.0632	0.9914	1.0974	1.1605	1.0225	1.0152	1.0189	0.9084	0.9329	0.8829	0.9657	0.7539	0.7824	1.1065	0.9218	0.9062	0.9694	1.0896	0.9702	1.0655	1.0842	0.9956
CLUG_04732	1.0360	1.0578	1.0388	1.0945	1.0610	0.9222	0.9725	1.0304	1.0864	1.1042	1.0183	1.0574	1.0840	1.0710	1.0609	1.0965	1.1322	0.9934	1.1115	1.0706	0.9345	1.0568	0.9941	0.8882	1.0762	1.1090	1.0987	1.1377	1.0276	1.0172	1.0982	1.0243	1.0638	1.0609	1.0570	1.0085	1.0085	0.9405	0.9783	0.9233	0.9372	0.7445	0.7449	0.9803	0.9047	0.9481	0.9664	1.1237	0.8771	1.0889	1.0658	0.9824
CLUG_04733	1.0220	0.9965	0.9246	1.1223	1.0582	0.9602	1.1074	1.1518	1.1194	1.0744	1.0390	1.1028	1.0842	1.0480	1.0379	1.1389	0.9629	1.0366	1.1404	1.0034	1.0521	1.0493	1.0482	0.8229	1.1309	1.2148	1.0529	1.0387	1.0844	1.1551	1.1099	1.0729	1.0822	1.1504	1.0325	1.1111	1.0996	0.8819	0.9924	0.9311	0.9565	0.8006	0.8209	1.0895	0.9167	1.0172	1.0414	1.1686	0.9806	1.0931	1.0898	1.0151
CLUG_04734	1.0862	1.1935	1.0474	1.3291	1.0903	0.9736	1.0228	1.0063	1.0773	1.0808	1.0570	1.1075	1.1802	1.1602	1.0053	0.9733	1.1469	1.0198	1.1721	1.0296	1.0307	1.1294	0.9910	0.8098	1.2516	1.1296	1.0788	1.1290	1.1087	1.1451	1.1392	0.9713	1.0744	1.0657	1.1038	1.0565	1.2260	0.8340	0.9681	0.9351	0.9908	0.8524	0.8124	1.0427	1.0487	0.9678	1.0654	1.0308	1.0272	1.0874	1.1163	0.9500
CLUG_04735	1.0458	1.0698	1.0347	1.0842	1.0470	1.0093	1.0480	1.0335	1.0739	1.1012	1.0026	0.9862	1.0855	1.1211	1.1018	1.1415	1.1342	1.0130	1.0889	1.0704	1.0202	1.0500	1.1286	0.8410	1.1447	1.1263	1.0841	1.1371	1.1080	1.0632	1.1021	0.9897	1.0758	1.1451	1.0429	1.0713	0.9827	0.8946	0.9606	0.9082	0.8871	0.7589	0.8083	1.0080	0.9682	0.9086	1.0140	1.1014	0.9594	1.1091	1.0684	1.0068
CLUG_04736	1.0552	1.0338	1.0955	1.0547	1.0733	0.9958	1.0112	1.0347	1.0875	1.1066	1.0321	1.0777	1.1166	1.0422	1.1008	1.0475	1.1394	1.1109	1.2324	1.0368	0.9765	1.1097	1.0179	0.8326	1.1592	1.1514	1.1120	1.1620	1.1208	1.1539	1.1378	1.0035	1.1310	1.2368	1.0918	1.0761	1.3426	0.8995	1.0905	0.9323	0.9336	0.8390	0.8100	1.1715	0.9420	0.9432	1.0882	1.2528	0.9821	1.1359	1.1968	1.0642
CLUG_04737	1.0541	1.0971	0.9692	1.0151	1.0550	1.0017	0.9888	1.0767	1.0694	1.0844	1.0141	1.0515	1.0809	1.0817	1.0702	1.1211	1.0628	0.9993	1.2005	1.0238	0.9995	1.0970	1.0203	0.8259	1.1159	1.1196	1.0593	1.1025	1.0776	1.0600	1.0919	0.9793	1.0442	1.1242	1.0382	1.0813	0.9467	0.9096	0.9299	0.9274	0.8937	0.7567	0.7680	1.0274	0.9580	0.9179	1.0081	1.1099	0.9257	1.0855	1.0756	0.9549
CLUG_04738	1.2311	1.0332	1.0044	1.1067	0.9566	1.0619	1.0761	0.9802	1.0411	1.1356	1.0271	1.0838	1.1311	1.0017	1.0382	1.2091	0.9875	1.0791	1.2034	1.0194	1.0647	1.1405	0.9718	0.8262	1.3183	1.2448	1.1376	1.1100	1.1611	1.1814	1.0643	1.0822	1.1204	1.1761	1.0840	1.0548	0.9475	0.9651	0.9621	0.9108	0.9230	0.7594	0.7767	1.0582	1.0287	0.9366	1.0303	1.1089	0.9283	1.0740	1.0881	1.0642
CLUG_04739	1.1691	1.1811	1.0444	1.1726	1.1258	1.1398	1.1488	1.1107	1.0705	1.1353	1.1982	1.2271	1.2311	1.1312	1.1581	1.1889	1.0349	1.1138	1.1914	1.0766	1.1796	1.1659	1.1537	0.8797	1.2900	1.2673	1.1961	1.1491	1.1691	1.1792	1.1714	1.0447	1.1770	1.2506	1.1057	1.1972	1.2435	1.0166	1.1155	1.0539	0.9707	0.8469	0.8340	1.1619	1.0074	1.0496	1.1152	1.2727	1.0179	1.1751	1.2200	1.1884
CLUG_04740	1.1313	1.1127	1.0830	1.1380	1.0707	1.2003	1.0634	1.1105	1.2085	1.0656	1.0548	1.2503	1.1999	1.1445	1.1797	1.3080	1.1014	1.1519	1.1389	1.0553	1.0292	1.0519	1.2403	0.8524	1.2565	1.2722	1.0536	1.1535	1.1503	1.2159	1.1807	1.0923	1.2252	1.1761	1.0799	1.1155	1.1526	0.9550	1.0688	0.9696	1.0373	0.7620	0.7887	1.1436	0.9798	0.9914	1.0578	1.2593	1.1114	1.1468	1.1893	1.1085
CLUG_04741	1.0966	1.1138	1.0310	1.1260	1.0771	1.0002	0.9176	1.0609	1.1557	1.1588	1.0880	1.1109	1.1021	1.1002	1.1173	1.1826	1.1140	1.0670	1.1646	1.0684	1.0303	1.1300	1.1255	0.9398	1.1534	1.1736	1.1391	1.1640	1.1456	1.1486	1.1465	1.0390	1.0896	1.1612	1.0695	1.1331	0.9877	0.9431	1.0005	0.9597	0.9385	0.7935	0.7933	1.0399	1.0080	0.9917	1.0751	1.1915	1.0264	1.1479	1.0983	1.0276
CLUG_04742	1.0432	1.1493	1.0638	1.1351	1.0910	1.0056	1.0071	1.0532	1.0981	1.1223	1.0528	1.0689	1.1292	1.0774	1.0948	1.1315	1.0804	1.0305	1.1471	1.0630	1.0309	1.0821	1.0522	0.8864	1.1319	1.1753	1.1093	1.1410	1.0986	1.1186	1.1000	1.0111	1.0804	1.1563	1.1388	1.1028	0.9397	0.9280	1.0024	0.9404	0.9151	0.7666	0.7795	1.0429	0.9595	0.9489	1.0176	1.1296	0.9987	1.1156	1.1348	1.0238
CLUG_04743	1.0546	1.0496	1.0185	1.0824	1.1546	1.0302	0.9741	1.0793	1.1238	1.1153	1.0256	1.0788	1.1349	1.0477	1.1146	1.1547	1.2192	1.0659	1.1534	1.0368	1.0503	1.1625	1.0932	0.8169	1.1539	1.1516	1.1034	1.0994	1.1364	1.0729	1.0930	1.0503	1.0173	1.1509	1.0646	1.1064	1.0003	0.9065	1.0498	0.9350	0.9013	0.7998	0.7880	1.0776	0.9452	0.9991	1.0899	1.1641	0.9840	1.1316	1.0693	0.9947
CLUG_04744	1.0125	1.1072	0.9922	1.0767	1.0512	1.0047	0.9632	1.0693	1.1284	1.1213	1.0091	1.1146	1.0924	1.0483	1.0386	1.1332	1.0912	1.0611	1.1611	1.0358	1.0326	1.0466	1.1286	0.8970	1.1913	1.2197	1.1144	1.1249	1.1198	1.1425	1.1341	1.0522	1.1237	1.2013	1.0812	1.1436	1.0777	0.9489	1.0583	0.9647	0.9633	0.7915	0.7962	1.1024	0.9809	0.9474	1.0323	1.2086	0.9854	1.1408	1.1586	1.0202
CLUG_04745	1.0880	1.1176	1.0783	1.1158	1.1129	1.0444	1.0038	1.0468	1.1852	1.1650	1.0414	1.0704	1.1624	1.1060	1.1545	1.1201	1.1136	1.0428	1.2306	1.1001	1.1036	1.1505	1.0657	0.8771	1.1775	1.2277	1.1668	1.1620	1.1770	1.1529	1.1297	1.1022	1.1307	1.2017	1.1122	1.1802	1.1029	0.9531	1.0398	0.9980	0.9926	0.7886	0.8104	1.1269	1.0176	0.9721	1.1214	1.2378	1.0588	1.1409	1.1299	1.0477
CLUG_04746	1.0455	0.9964	1.0098	1.1448	1.0370	1.0408	0.9546	1.0546	1.0787	1.1581	1.0675	1.1012	1.2189	1.0806	1.0841	1.1182	1.1395	1.1436	1.2720	1.0580	1.0700	1.0416	1.1396	0.8704	1.1321	1.1075	1.1248	1.1551	1.1836	1.1252	1.0472	1.0501	1.1604	1.2030	1.1235	1.1508	1.0987	0.9634	1.0651	1.0027	0.9137	0.7722	0.8485	1.0288	1.0119	0.9479	1.1056	1.1525	1.0548	1.1650	1.1297	1.0261
CLUG_04747	1.0463	1.1310	1.0350	1.0868	1.0487	0.9750	0.9634	1.0480	1.0918	1.1747	1.0503	1.0681	1.0994	1.0849	1.0977	1.0996	1.1531	1.0991	1.1905	1.0485	1.0342	1.0947	1.0850	0.8660	1.1693	1.2074	1.1284	1.1734	1.1657	1.2020	1.1113	1.0632	1.1305	1.1822	1.0999	1.1310	1.0717	0.9609	1.0456	0.9982	0.9542	0.8304	0.7975	1.1480	0.9926	0.9844	1.1055	1.2290	1.0303	1.1298	1.1324	1.0492
CLUG_04748	1.0745	1.0611	1.0383	1.0623	1.0555	1.0252	0.9335	0.9310	1.0697	1.0712	1.0386	0.9929	1.1013	1.0441	1.0824	1.0985	1.0255	1.0422	1.1685	0.9914	1.0068	0.9615	1.1138	0.7744	1.1390	1.1903	1.1720	1.1427	1.1372	1.1561	1.0988	0.9958	1.0540	1.1223	1.0614	1.1378	1.0052	0.9390	0.9644	0.9226	0.9361	0.8046	0.7599	1.0499	0.9918	0.9557	1.0405	1.2002	0.9790	1.1441	1.0795	0.9836
CLUG_04749	0.9472	1.0233	0.9948	1.0622	1.0598	0.9275	0.9106	0.9753	0.9899	1.0076	1.0257	1.0461	1.0720	0.9903	1.0241	1.1641	1.0963	1.0183	1.0652	0.9820	0.9594	0.9910	1.0348	0.8439	1.0187	1.0568	1.1131	1.0631	1.1065	1.0425	1.0410	0.9564	1.0347	1.0263	1.0805	1.0245	0.9994	0.8340	0.9316	0.8962	0.8499	0.7827	0.7135	0.9873	0.8765	0.9590	0.9259	1.1048	0.8811	1.0255	1.0041	0.9472
CLUG_04750	0.9729	1.0270	1.0374	0.9781	1.0244	0.9271	0.9301	1.1060	1.1502	1.1331	1.0125	1.0560	1.0302	1.0309	1.0199	1.0603	1.1693	1.0285	1.1665	1.0662	1.0329	1.0678	1.1164	0.8684	1.1355	1.1556	1.1040	1.1163	1.0989	1.1144	1.0711	1.0442	1.0381	1.1292	1.0459	1.0407	0.9828	0.9021	0.9428	0.9194	0.9187	0.7677	0.7647	1.0718	0.9376	0.9258	1.0636	1.1740	0.9922	1.1040	1.1093	0.9999
CLUG_04751	0.9590	1.0195	1.0136	1.0192	1.0228	0.9098	0.9423	1.0334	1.0400	1.1107	1.0395	0.9691	1.0456	1.0122	0.9978	0.9901	1.0580	1.0042	1.1462	1.0061	0.9755	1.0242	1.0777	0.8105	1.1160	1.1396	1.0909	1.1279	1.0977	1.1191	1.0972	1.0478	1.0651	1.1540	1.0857	1.0664	1.0780	0.9267	1.0251	0.9434	0.9250	0.7877	0.8234	1.0637	0.9708	0.9443	1.0538	1.1811	0.9777	1.1054	1.0967	0.9965
CLUG_04752	0.9647	0.9184	0.9639	0.9966	1.0086	0.8677	1.0116	1.0037	0.9710	1.0611	1.0029	0.9591	0.9741	0.9880	0.9743	0.9907	1.0008	0.9188	0.9952	0.9382	0.9311	1.0433	1.0912	0.7837	1.1340	1.2109	1.0756	1.1291	1.1235	1.1441	1.0996	1.0345	1.0742	1.2203	1.1645	1.1290	1.2439	0.9568	1.0570	0.9823	0.9327	0.7632	0.8131	1.1621	0.9799	0.9487	1.0941	1.2147	0.9900	1.1216	1.1528	1.0647
CLUG_04753	0.7920	0.8196	0.9183	0.8844	0.9588	0.8104	0.9969	1.0109	0.9464	1.0202	0.9504	0.9158	0.8836	0.9333	0.9230	0.8183	0.9542	0.8594	0.9485	0.8609	0.9159	1.0377	1.0247	0.7409	1.0689	1.2173	1.0150	1.1162	1.1468	1.1703	1.1256	1.0399	1.0235	1.2354	1.1595	1.1308	1.2035	0.9056	1.0730	0.9572	0.8880	0.7739	0.7926	1.1514	0.9901	0.9683	1.0821	1.2041	0.9946	1.0987	1.1120	1.0632
CLUG_04754	0.9899	0.9291	0.8811	1.0398	0.8984	0.7520	0.8425	1.0356	0.9490	1.0345	1.0085	0.9860	1.0400	1.0291	1.0158	1.1305	1.0010	0.7981	0.8928	0.9552	1.0091	0.9499	0.9268	0.7826	1.1113	1.0900	1.1629	1.2025	1.0959	1.1310	1.0832	0.9696	1.1259	1.1129	1.0531	1.0293	1.4940	0.9921	1.0645	0.9862	1.0237	0.7633	0.8374	1.1401	1.0641	0.9050	1.1635	1.2247	0.9599	1.1567	1.0660	1.0258
CLUG_04755	0.7936	0.9552	0.8561	0.8689	0.9141	0.8267	0.8896	0.9058	1.0359	1.0236	0.8938	0.9477	0.9528	0.8956	0.9062	0.8574	0.9670	0.9116	0.9716	0.9204	0.8686	0.9566	1.0864	0.7207	1.0850	1.1193	1.0884	1.1286	1.1345	1.0787	1.0457	0.9922	0.9922	1.1137	1.0056	1.0891	1.3202	0.9008	1.0298	0.9377	0.9046	0.7581	0.8207	1.0928	0.9626	0.9801	0.9870	1.1530	0.9624	1.0382	1.0821	0.9828
