GENE	COVERAGE	STRAIN	LOCALE	GROUP
CLUG_01220	1.5911	B21.1312A	UNK	B
CLUG_01220	1.5453	B22.134E	UNK	B
CLUG_01220	1.7072	B23.133H	UNK	B
CLUG_01220	1.4712	B24.133F	UNK	B
CLUG_01220	1.5862	B25.135C	UNK	B
CLUG_01220	1.5188	B26.131A	UNK	B
CLUG_01220	1.4609	B27.136A	UNK	B
CLUG_01220	1.4390	B28.13UM	UNK	B
CLUG_01220	1.9791	C10.9M3	UNK	C
CLUG_01220	1.9090	C11.9M41	UNK	C
CLUG_01220	2.1025	C12.9U1	UNK	C
CLUG_01220	1.4724	C13.9U2	UNK	C
CLUG_01220	1.6746	C14.9U3	UNK	C
CLUG_01220	1.5415	C15.9U4s	UNK	C
CLUG_01220	1.7454	C4.9L1	UNK	C
CLUG_01220	1.8440	C5.9L2	UNK	C
CLUG_01220	1.7364	C6.9L3	UNK	C
CLUG_01220	1.8283	C7.9L4	UNK	C
CLUG_01220	1.9974	C8.9M1	UNK	C
CLUG_01220	1.5706	C9.9M2	UNK	C
CLUG_01220	1.4917	ctl1.AL1B	L	A
CLUG_01220	1.4732	ctl2.AL1B	L	A
CLUG_01220	1.6037	ctl3.C9L1	UNK	C
CLUG_01221	1.4939	A10.L4C	L	A
CLUG_01221	1.4560	A11.L11G	L	A
CLUG_01221	1.5535	A12.L10B	L	A
CLUG_01221	1.4605	A13.L3B	L	A
CLUG_01221	1.6249	A14.L4E	L	A
CLUG_01221	1.4165	A15.L4G	L	A
CLUG_01221	1.4070	A16.L7C	L	A
CLUG_01221	1.6393	A17.L1B	L	A
CLUG_01221	1.4990	A18.S4H	S	A
CLUG_01221	1.4392	A19.S3B	S	A
CLUG_01221	1.4635	A2.U10A	U	A
CLUG_01221	1.4262	A20.S1E	S	A
CLUG_01221	1.3688	A21.S8A	S	A
CLUG_01221	1.4935	A22.UpperP	U	A
CLUG_01221	1.4471	A23.LowerP	L	A
CLUG_01221	1.5062	A24.SputuP	S	A
CLUG_01221	1.5800	A3.U3G	U	A
CLUG_01221	1.3369	A4.U3B	U	A
CLUG_01221	1.7746	A5.U10D	U	A
CLUG_01221	1.3839	A6.U5C	U	A
CLUG_01221	1.4948	A7.U3E	U	A
CLUG_01221	1.4199	A8.U2E	U	A
CLUG_01221	1.6034	A9.L3D	L	A
CLUG_01221	1.5155	ATCC42720	UNK	ATCC42720
CLUG_01221	1.5467	B16.1310D	UNK	B
CLUG_01221	1.6589	B17.1311G	UNK	B
CLUG_01221	1.5886	B18.1312G	UNK	B
CLUG_01221	1.4273	B19.1310A	UNK	B
CLUG_01221	1.7099	B20.1311A	UNK	B
CLUG_01221	1.5154	B21.1312A	UNK	B
CLUG_01221	1.4279	B22.134E	UNK	B
CLUG_01221	1.6049	B23.133H	UNK	B
CLUG_01221	1.4267	B24.133F	UNK	B
CLUG_01221	1.4656	B25.135C	UNK	B
CLUG_01221	1.4673	B26.131A	UNK	B
CLUG_01221	1.4150	B27.136A	UNK	B
CLUG_01221	1.3575	B28.13UM	UNK	B
CLUG_01221	1.8910	C10.9M3	UNK	C
CLUG_01221	1.8123	C11.9M41	UNK	C
CLUG_01221	2.0200	C12.9U1	UNK	C
CLUG_01221	1.4592	C13.9U2	UNK	C
CLUG_01221	1.5469	C14.9U3	UNK	C
CLUG_01221	1.4224	C15.9U4s	UNK	C
CLUG_01221	1.7386	C4.9L1	UNK	C
CLUG_01221	1.8158	C5.9L2	UNK	C
CLUG_01221	1.7309	C6.9L3	UNK	C
CLUG_01221	1.7953	C7.9L4	UNK	C
CLUG_01221	1.9694	C8.9M1	UNK	C
CLUG_01221	1.5677	C9.9M2	UNK	C
CLUG_01221	1.4121	ctl1.AL1B	L	A
CLUG_01221	1.3796	ctl2.AL1B	L	A
CLUG_01221	1.5273	ctl3.C9L1	UNK	C
CLUG_01222	1.3739	A10.L4C	L	A
CLUG_01222	1.4847	A11.L11G	L	A
CLUG_01222	1.4552	A12.L10B	L	A
CLUG_01222	1.4231	A13.L3B	L	A
CLUG_01222	1.4565	A14.L4E	L	A
CLUG_01222	1.3359	A15.L4G	L	A
CLUG_01222	1.3703	A16.L7C	L	A
CLUG_01222	1.4832	A17.L1B	L	A
CLUG_01222	1.3894	A18.S4H	S	A
CLUG_01222	1.4765	A19.S3B	S	A
CLUG_01222	1.4181	A2.U10A	U	A
CLUG_01222	1.2803	A20.S1E	S	A
CLUG_01222	1.3230	A21.S8A	S	A
CLUG_01222	1.3847	A22.UpperP	U	A
CLUG_01222	1.3895	A23.LowerP	L	A
CLUG_01222	1.1976	A24.SputuP	S	A
CLUG_01222	1.5984	A3.U3G	U	A
CLUG_01222	1.4750	A4.U3B	U	A
CLUG_01222	1.5041	A5.U10D	U	A
CLUG_01222	1.2887	A6.U5C	U	A
CLUG_01222	1.3756	A7.U3E	U	A
CLUG_01222	1.4656	A8.U2E	U	A
CLUG_01222	1.4051	A9.L3D	L	A
CLUG_01222	1.5117	ATCC42720	UNK	ATCC42720
CLUG_01222	1.5407	B16.1310D	UNK	B
CLUG_01222	1.6456	B17.1311G	UNK	B
CLUG_01222	1.5904	B18.1312G	UNK	B
CLUG_01222	1.5043	B19.1310A	UNK	B
CLUG_01222	1.6793	B20.1311A	UNK	B
CLUG_01222	1.4235	B21.1312A	UNK	B
CLUG_01222	1.5164	B22.134E	UNK	B
CLUG_01222	1.7160	B23.133H	UNK	B
CLUG_01222	1.4207	B24.133F	UNK	B
CLUG_01222	1.5099	B25.135C	UNK	B
CLUG_01222	1.4509	B26.131A	UNK	B
CLUG_01222	1.4008	B27.136A	UNK	B
CLUG_01222	1.5952	B28.13UM	UNK	B
CLUG_01222	1.8914	C10.9M3	UNK	C
CLUG_01222	1.9226	C11.9M41	UNK	C
CLUG_01222	2.0750	C12.9U1	UNK	C
CLUG_01222	1.4509	C13.9U2	UNK	C
CLUG_01222	1.6273	C14.9U3	UNK	C
CLUG_01222	1.4689	C15.9U4s	UNK	C
CLUG_01222	1.7491	C4.9L1	UNK	C
CLUG_01222	1.7953	C5.9L2	UNK	C
CLUG_01222	1.6999	C6.9L3	UNK	C
CLUG_01222	1.8049	C7.9L4	UNK	C
CLUG_01222	1.9811	C8.9M1	UNK	C
CLUG_01222	1.5727	C9.9M2	UNK	C
CLUG_01222	1.4633	ctl1.AL1B	L	A
CLUG_01222	1.4593	ctl2.AL1B	L	A
CLUG_01222	1.5188	ctl3.C9L1	UNK	C
CLUG_01223	1.1663	A10.L4C	L	A
CLUG_01223	1.2652	A11.L11G	L	A
CLUG_01223	1.3940	A12.L10B	L	A
CLUG_01223	1.3000	A13.L3B	L	A
CLUG_01223	1.3103	A14.L4E	L	A
CLUG_01223	1.1626	A15.L4G	L	A
CLUG_01223	1.1533	A16.L7C	L	A
CLUG_01223	1.3226	A17.L1B	L	A
CLUG_01223	1.3228	A18.S4H	S	A
CLUG_01223	1.2937	A19.S3B	S	A
CLUG_01223	1.3078	A2.U10A	U	A
CLUG_01223	1.3518	A20.S1E	S	A
CLUG_01223	1.1526	A21.S8A	S	A
CLUG_01223	1.2607	A22.UpperP	U	A
CLUG_01223	1.2155	A23.LowerP	L	A
CLUG_01223	1.1585	A24.SputuP	S	A
CLUG_01223	1.3916	A3.U3G	U	A
CLUG_01223	1.2164	A4.U3B	U	A
CLUG_01223	1.3387	A5.U10D	U	A
CLUG_01223	1.1743	A6.U5C	U	A
CLUG_01223	1.2725	A7.U3E	U	A
CLUG_01223	1.4037	A8.U2E	U	A
CLUG_01223	1.2891	A9.L3D	L	A
CLUG_01223	1.4222	ATCC42720	UNK	ATCC42720
CLUG_01223	1.4216	B16.1310D	UNK	B
CLUG_01223	1.5047	B17.1311G	UNK	B
CLUG_01223	1.4655	B18.1312G	UNK	B
CLUG_01223	1.3633	B19.1310A	UNK	B
CLUG_01223	1.4985	B20.1311A	UNK	B
CLUG_01223	1.3868	B21.1312A	UNK	B
CLUG_01223	1.3745	B22.134E	UNK	B
CLUG_01223	1.4884	B23.133H	UNK	B
CLUG_01223	1.2654	B24.133F	UNK	B
CLUG_01223	1.3693	B25.135C	UNK	B
CLUG_01223	1.4091	B26.131A	UNK	B
CLUG_01223	1.3044	B27.136A	UNK	B
CLUG_01223	1.2951	B28.13UM	UNK	B
CLUG_01223	1.7175	C10.9M3	UNK	C
CLUG_01223	1.6647	C11.9M41	UNK	C
CLUG_01223	1.8240	C12.9U1	UNK	C
CLUG_01223	1.3285	C13.9U2	UNK	C
CLUG_01223	1.4010	C14.9U3	UNK	C
CLUG_01223	1.2911	C15.9U4s	UNK	C
CLUG_01223	1.6600	C4.9L1	UNK	C
CLUG_01223	1.5774	C5.9L2	UNK	C
CLUG_01223	1.5678	C6.9L3	UNK	C
CLUG_01223	1.6645	C7.9L4	UNK	C
CLUG_01223	1.7376	C8.9M1	UNK	C
CLUG_01223	1.4513	C9.9M2	UNK	C
CLUG_01223	1.2794	ctl1.AL1B	L	A
CLUG_01223	1.3242	ctl2.AL1B	L	A
CLUG_01223	1.4046	ctl3.C9L1	UNK	C
CLUG_01224	1.4634	A10.L4C	L	A
CLUG_01224	1.4015	A11.L11G	L	A
CLUG_01224	1.4873	A12.L10B	L	A
CLUG_01224	1.4955	A13.L3B	L	A
CLUG_01224	1.4679	A14.L4E	L	A
CLUG_01224	1.3426	A15.L4G	L	A
CLUG_01224	1.3347	A16.L7C	L	A
CLUG_01224	1.5156	A17.L1B	L	A
CLUG_01224	1.4039	A18.S4H	S	A
CLUG_01224	1.4999	A19.S3B	S	A
CLUG_01224	1.4927	A2.U10A	U	A
CLUG_01224	1.5657	A20.S1E	S	A
CLUG_01224	1.4235	A21.S8A	S	A
CLUG_01224	1.5118	A22.UpperP	U	A
CLUG_01224	1.4399	A23.LowerP	L	A
CLUG_01224	1.4991	A24.SputuP	S	A
CLUG_01224	1.5395	A3.U3G	U	A
CLUG_01224	1.3848	A4.U3B	U	A
CLUG_01224	1.6469	A5.U10D	U	A
CLUG_01224	1.3675	A6.U5C	U	A
CLUG_01224	1.5282	A7.U3E	U	A
CLUG_01224	1.5388	A8.U2E	U	A
CLUG_01224	1.4762	A9.L3D	L	A
CLUG_01224	1.6378	ATCC42720	UNK	ATCC42720
CLUG_01224	1.6380	B16.1310D	UNK	B
CLUG_01224	1.7229	B17.1311G	UNK	B
CLUG_01224	1.6593	B18.1312G	UNK	B
CLUG_01224	1.5420	B19.1310A	UNK	B
CLUG_01224	1.7871	B20.1311A	UNK	B
CLUG_01224	1.5713	B21.1312A	UNK	B
CLUG_01224	1.5159	B22.134E	UNK	B
CLUG_01224	1.6868	B23.133H	UNK	B
CLUG_01224	1.4561	B24.133F	UNK	B
CLUG_01224	1.5630	B25.135C	UNK	B
CLUG_01224	1.5313	B26.131A	UNK	B
CLUG_01224	1.4588	B27.136A	UNK	B
CLUG_01224	1.4445	B28.13UM	UNK	B
CLUG_01224	1.9054	C10.9M3	UNK	C
CLUG_01224	1.9609	C11.9M41	UNK	C
CLUG_01224	2.1150	C12.9U1	UNK	C
CLUG_01224	1.5065	C13.9U2	UNK	C
CLUG_01224	1.6656	C14.9U3	UNK	C
CLUG_01224	1.4822	C15.9U4s	UNK	C
CLUG_01224	1.7627	C4.9L1	UNK	C
CLUG_01224	1.7729	C5.9L2	UNK	C
CLUG_01224	1.7878	C6.9L3	UNK	C
CLUG_01224	1.9034	C7.9L4	UNK	C
CLUG_01224	2.0599	C8.9M1	UNK	C
CLUG_01224	1.6739	C9.9M2	UNK	C
CLUG_01224	1.4689	ctl1.AL1B	L	A
CLUG_01224	1.5241	ctl2.AL1B	L	A
CLUG_01224	1.6125	ctl3.C9L1	UNK	C
CLUG_01225	1.3041	A10.L4C	L	A
CLUG_01225	1.4332	A11.L11G	L	A
CLUG_01225	1.4605	A12.L10B	L	A
CLUG_01225	1.4834	A13.L3B	L	A
CLUG_01225	1.3497	A14.L4E	L	A
CLUG_01225	1.3137	A15.L4G	L	A
CLUG_01225	1.3642	A16.L7C	L	A
CLUG_01225	1.5444	A17.L1B	L	A
CLUG_01225	1.3953	A18.S4H	S	A
CLUG_01225	1.4284	A19.S3B	S	A
CLUG_01225	1.4521	A2.U10A	U	A
CLUG_01225	1.4120	A20.S1E	S	A
CLUG_01225	1.4155	A21.S8A	S	A
CLUG_01225	1.4523	A22.UpperP	U	A
CLUG_01225	1.4435	A23.LowerP	L	A
CLUG_01225	1.4280	A24.SputuP	S	A
CLUG_01225	1.5380	A3.U3G	U	A
CLUG_01225	1.3398	A4.U3B	U	A
CLUG_01225	1.6236	A5.U10D	U	A
CLUG_01225	1.3080	A6.U5C	U	A
CLUG_01225	1.5540	A7.U3E	U	A
CLUG_01225	1.4254	A8.U2E	U	A
CLUG_01225	1.4123	A9.L3D	L	A
CLUG_01225	1.5524	ATCC42720	UNK	ATCC42720
CLUG_01225	1.6145	B16.1310D	UNK	B
CLUG_01225	1.7253	B17.1311G	UNK	B
CLUG_01225	1.6708	B18.1312G	UNK	B
CLUG_01225	1.4370	B19.1310A	UNK	B
CLUG_01225	1.6810	B20.1311A	UNK	B
CLUG_01225	1.5086	B21.1312A	UNK	B
CLUG_01225	1.4947	B22.134E	UNK	B
CLUG_01225	1.6924	B23.133H	UNK	B
CLUG_01225	1.3597	B24.133F	UNK	B
CLUG_01225	1.5114	B25.135C	UNK	B
CLUG_01225	1.5455	B26.131A	UNK	B
CLUG_01225	1.5616	B27.136A	UNK	B
CLUG_01225	1.3954	B28.13UM	UNK	B
CLUG_01225	1.9044	C10.9M3	UNK	C
CLUG_01225	1.8923	C11.9M41	UNK	C
CLUG_01225	2.1012	C12.9U1	UNK	C
CLUG_01225	1.4767	C13.9U2	UNK	C
CLUG_01225	1.6308	C14.9U3	UNK	C
CLUG_01225	1.5499	C15.9U4s	UNK	C
CLUG_01225	1.8052	C4.9L1	UNK	C
CLUG_01225	1.8408	C5.9L2	UNK	C
CLUG_01225	1.7495	C6.9L3	UNK	C
CLUG_01225	1.8860	C7.9L4	UNK	C
CLUG_01225	2.0035	C8.9M1	UNK	C
CLUG_01225	1.5881	C9.9M2	UNK	C
CLUG_01225	1.4900	ctl1.AL1B	L	A
CLUG_01225	1.4274	ctl2.AL1B	L	A
CLUG_01225	1.6316	ctl3.C9L1	UNK	C
CLUG_01226	1.2690	A10.L4C	L	A
CLUG_01226	1.4031	A11.L11G	L	A
CLUG_01226	1.4393	A12.L10B	L	A
CLUG_01226	1.3361	A13.L3B	L	A
CLUG_01226	1.3133	A14.L4E	L	A
CLUG_01226	1.2330	A15.L4G	L	A
CLUG_01226	1.3033	A16.L7C	L	A
CLUG_01226	1.3108	A17.L1B	L	A
CLUG_01226	1.3428	A18.S4H	S	A
CLUG_01226	1.3090	A19.S3B	S	A
CLUG_01226	1.3799	A2.U10A	U	A
CLUG_01226	1.4193	A20.S1E	S	A
CLUG_01226	1.3213	A21.S8A	S	A
CLUG_01226	1.3444	A22.UpperP	U	A
CLUG_01226	1.3461	A23.LowerP	L	A
CLUG_01226	1.3682	A24.SputuP	S	A
CLUG_01226	1.4185	A3.U3G	U	A
CLUG_01226	1.2314	A4.U3B	U	A
CLUG_01226	1.4690	A5.U10D	U	A
CLUG_01226	1.2505	A6.U5C	U	A
CLUG_01226	1.4358	A7.U3E	U	A
CLUG_01226	1.3759	A8.U2E	U	A
CLUG_01226	1.3744	A9.L3D	L	A
CLUG_01226	1.4765	ATCC42720	UNK	ATCC42720
CLUG_01226	1.5380	B16.1310D	UNK	B
CLUG_01226	1.6915	B17.1311G	UNK	B
CLUG_01226	1.6446	B18.1312G	UNK	B
CLUG_01226	1.4603	B19.1310A	UNK	B
CLUG_01226	1.7276	B20.1311A	UNK	B
CLUG_01226	1.4335	B21.1312A	UNK	B
CLUG_01226	1.5054	B22.134E	UNK	B
CLUG_01226	1.6277	B23.133H	UNK	B
CLUG_01226	1.3522	B24.133F	UNK	B
CLUG_01226	1.5618	B25.135C	UNK	B
CLUG_01226	1.5474	B26.131A	UNK	B
CLUG_01226	1.4264	B27.136A	UNK	B
CLUG_01226	1.4338	B28.13UM	UNK	B
CLUG_01226	1.9431	C10.9M3	UNK	C
CLUG_01226	1.9226	C11.9M41	UNK	C
CLUG_01226	2.0599	C12.9U1	UNK	C
CLUG_01226	1.4665	C13.9U2	UNK	C
CLUG_01226	1.5914	C14.9U3	UNK	C
CLUG_01226	1.4356	C15.9U4s	UNK	C
CLUG_01226	1.7455	C4.9L1	UNK	C
CLUG_01226	1.7725	C5.9L2	UNK	C
CLUG_01226	1.7231	C6.9L3	UNK	C
CLUG_01226	1.7870	C7.9L4	UNK	C
CLUG_01226	1.9542	C8.9M1	UNK	C
CLUG_01226	1.5820	C9.9M2	UNK	C
CLUG_01226	1.4539	ctl1.AL1B	L	A
CLUG_01226	1.4410	ctl2.AL1B	L	A
CLUG_01226	1.5598	ctl3.C9L1	UNK	C
CLUG_01227	1.3717	A10.L4C	L	A
CLUG_01227	1.4424	A11.L11G	L	A
CLUG_01227	1.4653	A12.L10B	L	A
CLUG_01227	1.3898	A13.L3B	L	A
CLUG_01227	1.4842	A14.L4E	L	A
CLUG_01227	1.2899	A15.L4G	L	A
CLUG_01227	1.3422	A16.L7C	L	A
CLUG_01227	1.3794	A17.L1B	L	A
CLUG_01227	1.4417	A18.S4H	S	A
CLUG_01227	1.4092	A19.S3B	S	A
CLUG_01227	1.3941	A2.U10A	U	A
CLUG_01227	1.3218	A20.S1E	S	A
CLUG_01227	1.4734	A21.S8A	S	A
CLUG_01227	1.3805	A22.UpperP	U	A
CLUG_01227	1.3750	A23.LowerP	L	A
CLUG_01227	1.5205	A24.SputuP	S	A
CLUG_01227	1.5229	A3.U3G	U	A
CLUG_01227	1.3430	A4.U3B	U	A
CLUG_01227	1.6395	A5.U10D	U	A
CLUG_01227	1.3290	A6.U5C	U	A
CLUG_01227	1.5378	A7.U3E	U	A
CLUG_01227	1.4340	A8.U2E	U	A
CLUG_01227	1.4138	A9.L3D	L	A
CLUG_01227	1.5842	ATCC42720	UNK	ATCC42720
CLUG_01227	1.5280	B16.1310D	UNK	B
CLUG_01227	1.7005	B17.1311G	UNK	B
CLUG_01227	1.5539	B18.1312G	UNK	B
CLUG_01227	1.4443	B19.1310A	UNK	B
CLUG_01227	1.6863	B20.1311A	UNK	B
CLUG_01227	1.5363	B21.1312A	UNK	B
CLUG_01227	1.5054	B22.134E	UNK	B
CLUG_01227	1.5968	B23.133H	UNK	B
CLUG_01227	1.4175	B24.133F	UNK	B
CLUG_01227	1.5803	B25.135C	UNK	B
CLUG_01227	1.5328	B26.131A	UNK	B
CLUG_01227	1.4331	B27.136A	UNK	B
CLUG_01227	1.4741	B28.13UM	UNK	B
CLUG_01227	1.9152	C10.9M3	UNK	C
CLUG_01227	1.9072	C11.9M41	UNK	C
CLUG_01227	2.0758	C12.9U1	UNK	C
CLUG_01227	1.4421	C13.9U2	UNK	C
CLUG_01227	1.5812	C14.9U3	UNK	C
CLUG_01227	1.4538	C15.9U4s	UNK	C
CLUG_01227	1.6804	C4.9L1	UNK	C
CLUG_01227	1.8190	C5.9L2	UNK	C
CLUG_01227	1.7121	C6.9L3	UNK	C
CLUG_01227	1.7915	C7.9L4	UNK	C
CLUG_01227	2.0305	C8.9M1	UNK	C
CLUG_01227	1.5581	C9.9M2	UNK	C
CLUG_01227	1.4851	ctl1.AL1B	L	A
CLUG_01227	1.4124	ctl2.AL1B	L	A
CLUG_01227	1.5536	ctl3.C9L1	UNK	C
CLUG_01228	1.3328	A10.L4C	L	A
CLUG_01228	1.3945	A11.L11G	L	A
CLUG_01228	1.4209	A12.L10B	L	A
CLUG_01228	1.4529	A13.L3B	L	A
CLUG_01228	1.4181	A14.L4E	L	A
CLUG_01228	1.2121	A15.L4G	L	A
CLUG_01228	1.2762	A16.L7C	L	A
CLUG_01228	1.3298	A17.L1B	L	A
CLUG_01228	1.4572	A18.S4H	S	A
CLUG_01228	1.3596	A19.S3B	S	A
CLUG_01228	1.3469	A2.U10A	U	A
CLUG_01228	1.3738	A20.S1E	S	A
CLUG_01228	1.3053	A21.S8A	S	A
CLUG_01228	1.4646	A22.UpperP	U	A
CLUG_01228	1.4222	A23.LowerP	L	A
CLUG_01228	1.4869	A24.SputuP	S	A
CLUG_01228	1.4410	A3.U3G	U	A
CLUG_01228	1.1850	A4.U3B	U	A
CLUG_01228	1.6522	A5.U10D	U	A
CLUG_01228	1.3382	A6.U5C	U	A
CLUG_01228	1.3886	A7.U3E	U	A
CLUG_01228	1.4690	A8.U2E	U	A
CLUG_01228	1.3441	A9.L3D	L	A
CLUG_01228	1.6664	ATCC42720	UNK	ATCC42720
CLUG_01228	1.5371	B16.1310D	UNK	B
CLUG_01228	1.7250	B17.1311G	UNK	B
CLUG_01228	1.5237	B18.1312G	UNK	B
CLUG_01228	1.4922	B19.1310A	UNK	B
CLUG_01228	1.6959	B20.1311A	UNK	B
CLUG_01228	1.3651	B21.1312A	UNK	B
CLUG_01228	1.4839	B22.134E	UNK	B
CLUG_01228	1.5587	B23.133H	UNK	B
CLUG_01228	1.3804	B24.133F	UNK	B
CLUG_01228	1.5735	B25.135C	UNK	B
CLUG_01228	1.4700	B26.131A	UNK	B
CLUG_01228	1.4713	B27.136A	UNK	B
CLUG_01228	1.3379	B28.13UM	UNK	B
CLUG_01228	1.9389	C10.9M3	UNK	C
CLUG_01228	1.8330	C11.9M41	UNK	C
CLUG_01228	2.0174	C12.9U1	UNK	C
CLUG_01228	1.3666	C13.9U2	UNK	C
CLUG_01228	1.5539	C14.9U3	UNK	C
CLUG_01228	1.4285	C15.9U4s	UNK	C
CLUG_01228	1.7845	C4.9L1	UNK	C
CLUG_01228	1.7354	C5.9L2	UNK	C
CLUG_01228	1.6677	C6.9L3	UNK	C
CLUG_01228	1.8568	C7.9L4	UNK	C
CLUG_01228	2.0193	C8.9M1	UNK	C
CLUG_01228	1.5594	C9.9M2	UNK	C
CLUG_01228	1.3191	ctl1.AL1B	L	A
CLUG_01228	1.4277	ctl2.AL1B	L	A
CLUG_01228	1.5884	ctl3.C9L1	UNK	C
CLUG_01229	1.1928	A10.L4C	L	A
CLUG_01229	1.3952	A11.L11G	L	A
CLUG_01229	1.3134	A12.L10B	L	A
CLUG_01229	1.2740	A13.L3B	L	A
CLUG_01229	1.2887	A14.L4E	L	A
CLUG_01229	1.0151	A15.L4G	L	A
CLUG_01229	1.1179	A16.L7C	L	A
CLUG_01229	1.3620	A17.L1B	L	A
CLUG_01229	1.3389	A18.S4H	S	A
CLUG_01229	1.3185	A19.S3B	S	A
CLUG_01229	1.2202	A2.U10A	U	A
CLUG_01229	1.2902	A20.S1E	S	A
CLUG_01229	1.2791	A21.S8A	S	A
CLUG_01229	1.3087	A22.UpperP	U	A
CLUG_01229	1.3463	A23.LowerP	L	A
CLUG_01229	1.2622	A24.SputuP	S	A
CLUG_01229	1.3534	A3.U3G	U	A
CLUG_01229	1.1167	A4.U3B	U	A
CLUG_01229	1.2020	A5.U10D	U	A
CLUG_01229	1.2345	A6.U5C	U	A
CLUG_01229	1.3602	A7.U3E	U	A
CLUG_01229	1.3551	A8.U2E	U	A
CLUG_01229	1.2633	A9.L3D	L	A
CLUG_01229	1.4317	ATCC42720	UNK	ATCC42720
CLUG_01229	1.4566	B16.1310D	UNK	B
CLUG_01229	1.5378	B17.1311G	UNK	B
CLUG_01229	1.4047	B18.1312G	UNK	B
CLUG_01229	1.3317	B19.1310A	UNK	B
CLUG_01229	1.4264	B20.1311A	UNK	B
CLUG_01229	1.3092	B21.1312A	UNK	B
CLUG_01229	1.2927	B22.134E	UNK	B
CLUG_01229	1.5081	B23.133H	UNK	B
CLUG_01229	1.2369	B24.133F	UNK	B
CLUG_01229	1.3889	B25.135C	UNK	B
CLUG_01229	1.3795	B26.131A	UNK	B
CLUG_01229	1.3879	B27.136A	UNK	B
CLUG_01229	1.3519	B28.13UM	UNK	B
CLUG_01229	1.7333	C10.9M3	UNK	C
CLUG_01229	1.6124	C11.9M41	UNK	C
CLUG_01229	1.9314	C12.9U1	UNK	C
CLUG_01229	1.3550	C13.9U2	UNK	C
CLUG_01229	1.4322	C14.9U3	UNK	C
CLUG_01229	1.2554	C15.9U4s	UNK	C
CLUG_01229	1.4776	C4.9L1	UNK	C
CLUG_01229	1.6309	C5.9L2	UNK	C
CLUG_01229	1.5885	C6.9L3	UNK	C
CLUG_01229	1.5935	C7.9L4	UNK	C
CLUG_01229	1.7147	C8.9M1	UNK	C
CLUG_01229	1.5068	C9.9M2	UNK	C
CLUG_01229	1.2710	ctl1.AL1B	L	A
CLUG_01229	1.3920	ctl2.AL1B	L	A
CLUG_01229	1.4340	ctl3.C9L1	UNK	C
CLUG_01230	1.2224	A10.L4C	L	A
CLUG_01230	1.2963	A11.L11G	L	A
CLUG_01230	1.2632	A12.L10B	L	A
CLUG_01230	1.3267	A13.L3B	L	A
CLUG_01230	1.2210	A14.L4E	L	A
CLUG_01230	1.1731	A15.L4G	L	A
CLUG_01230	1.1772	A16.L7C	L	A
CLUG_01230	1.1931	A17.L1B	L	A
CLUG_01230	1.2853	A18.S4H	S	A
CLUG_01230	1.3891	A19.S3B	S	A
CLUG_01230	1.2411	A2.U10A	U	A
CLUG_01230	1.3117	A20.S1E	S	A
CLUG_01230	1.3003	A21.S8A	S	A
CLUG_01230	1.3295	A22.UpperP	U	A
CLUG_01230	1.2904	A23.LowerP	L	A
CLUG_01230	1.2914	A24.SputuP	S	A
CLUG_01230	1.3724	A3.U3G	U	A
CLUG_01230	1.2832	A4.U3B	U	A
CLUG_01230	1.4143	A5.U10D	U	A
CLUG_01230	1.2020	A6.U5C	U	A
CLUG_01230	1.3236	A7.U3E	U	A
CLUG_01230	1.3903	A8.U2E	U	A
CLUG_01230	1.3216	A9.L3D	L	A
CLUG_01230	1.4230	ATCC42720	UNK	ATCC42720
CLUG_01230	1.4277	B16.1310D	UNK	B
CLUG_01230	1.6050	B17.1311G	UNK	B
CLUG_01230	1.4701	B18.1312G	UNK	B
CLUG_01230	1.3782	B19.1310A	UNK	B
CLUG_01230	1.5556	B20.1311A	UNK	B
CLUG_01230	1.3353	B21.1312A	UNK	B
CLUG_01230	1.3569	B22.134E	UNK	B
CLUG_01230	1.5016	B23.133H	UNK	B
CLUG_01230	1.2543	B24.133F	UNK	B
CLUG_01230	1.4354	B25.135C	UNK	B
CLUG_01230	1.4283	B26.131A	UNK	B
CLUG_01230	1.3958	B27.136A	UNK	B
CLUG_01230	1.4290	B28.13UM	UNK	B
CLUG_01230	1.8154	C10.9M3	UNK	C
CLUG_01230	1.7640	C11.9M41	UNK	C
CLUG_01230	2.0032	C12.9U1	UNK	C
CLUG_01230	1.3287	C13.9U2	UNK	C
CLUG_01230	1.4888	C14.9U3	UNK	C
CLUG_01230	1.3956	C15.9U4s	UNK	C
CLUG_01230	1.7312	C4.9L1	UNK	C
CLUG_01230	1.7353	C5.9L2	UNK	C
CLUG_01230	1.6874	C6.9L3	UNK	C
CLUG_01230	1.7249	C7.9L4	UNK	C
CLUG_01230	1.7811	C8.9M1	UNK	C
CLUG_01230	1.5285	C9.9M2	UNK	C
CLUG_01230	1.3346	ctl1.AL1B	L	A
CLUG_01230	1.3600	ctl2.AL1B	L	A
CLUG_01230	1.4774	ctl3.C9L1	UNK	C
CLUG_01231	1.2540	A10.L4C	L	A
CLUG_01231	1.2866	A11.L11G	L	A
CLUG_01231	1.2716	A12.L10B	L	A
CLUG_01231	1.2530	A13.L3B	L	A
CLUG_01231	1.3845	A14.L4E	L	A
CLUG_01231	1.0742	A15.L4G	L	A
CLUG_01231	1.1881	A16.L7C	L	A
CLUG_01231	1.2274	A17.L1B	L	A
CLUG_01231	1.2263	A18.S4H	S	A
